156.036,155.381,154.725,154.068,153.41,152.752,152.092,151.432,150.77,150.108,149.445,148.781,148.116,147.45,146.783,146.116,145.447,144.778,144.107,143.436,142.764,142.091,141.417,140.743,140.067,139.39,138.713,138.035,137.356,136.676,135.995,135.313,134.631,133.948,133.264,132.579,131.893,131.206,130.519,129.831,129.142,128.452,127.761,127.07,126.378,125.685,124.992,124.297,123.602,122.907,122.21,121.513,120.815,120.117,119.418,118.718,118.018,117.316,116.615,115.913,115.21,114.506,113.802,113.098,112.393,111.687,110.981,110.275,109.568,108.86,108.152,107.444,106.735,106.026,105.317,104.607,103.896,103.186,102.475,101.764,101.052,100.34,99.6284,98.9162,98.2037,97.491,96.7781,96.0651,95.3519,94.6386,93.9252,93.2116,92.498,91.7843,91.0706,90.3569,89.6431,88.9294,88.2157,87.502,86.7884,86.0748,85.3614,84.6481,83.9349,83.2219,82.509,81.7963,81.0838,80.3716,79.6595,78.9477,78.2362,77.525,76.8141,76.1035,75.3932,74.6833,73.9738,73.2646,72.5559,71.8475,71.1396,70.4322,69.7251,69.0186,68.3126,67.607,66.902,66.1975,65.4936,64.7902,64.0874,63.3851,62.6835,61.9825,61.2821,60.5823,59.8832,59.1848,58.487,57.7899,57.0934,56.3977,55.7027,55.0084,54.3149,53.6221,52.93,52.2387,51.5482,50.8584,50.1694,49.4812,48.7938,48.1072,47.4214,46.7365,46.0523,45.369,44.6866,44.0049,43.3242,42.6442,41.9652,41.2869,40.6096,39.9331,39.2575,38.5828,37.9089,37.2359,36.5639,35.8927,35.2223,34.5529,33.8844,33.2167,32.55,31.8841,31.2192,30.5551,29.8919,29.2297,28.5683,27.9078,27.2482,26.5895,25.9317,25.2748,24.6188,23.9636,
155.788,155.134,154.479,153.823,153.166,152.509,151.85,151.191,150.531,149.869,149.208,148.545,147.881,147.217,146.551,145.885,145.218,144.55,143.881,143.212,142.541,141.87,141.198,140.525,139.851,139.177,138.501,137.825,137.148,136.47,135.791,135.111,134.431,133.75,133.068,132.385,131.702,131.018,130.333,129.647,128.96,128.273,127.585,126.896,126.207,125.516,124.826,124.134,123.442,122.749,122.055,121.361,120.666,119.97,119.274,118.578,117.88,117.182,116.484,115.784,115.085,114.385,113.684,112.983,112.281,111.579,110.876,110.173,109.469,108.765,108.06,107.355,106.65,105.944,105.238,104.532,103.825,103.118,102.411,101.703,100.995,100.287,99.5787,98.8701,98.1612,97.4522,96.743,96.0336,95.3241,94.6145,93.9048,93.1949,92.485,91.7751,91.0651,90.355,89.645,88.9349,88.2249,87.515,86.8051,86.0952,85.3855,84.6759,83.9664,83.257,82.5478,81.8388,81.1299,80.4213,79.7129,79.0047,78.2968,77.5892,76.8818,76.1748,75.468,74.7616,74.0556,73.3499,72.6446,71.9396,71.2351,70.531,69.8274,69.1242,68.4215,67.7192,67.0174,66.3162,65.6154,64.9152,64.2155,63.5164,62.8178,62.1199,61.4225,60.7257,60.0295,59.334,58.6391,57.9448,57.2512,56.5583,55.866,55.1744,54.4835,53.7933,53.1039,52.4151,51.7271,51.0398,50.3533,49.6675,48.9824,48.2982,47.6147,46.932,46.25,45.5689,44.8885,44.209,43.5303,42.8523,42.1752,41.4989,40.8235,40.1488,39.475,38.8021,38.1299,37.4587,36.7882,36.1186,35.4499,34.7819,34.1149,33.4487,32.7834,32.1189,31.4552,30.7924,30.1305,29.4695,28.8092,28.1499,27.4914,26.8337,26.1769,25.521,24.8659,24.2117,
155.546,154.893,154.239,153.584,152.928,152.271,151.614,150.956,150.297,149.637,148.976,148.315,147.652,146.989,146.325,145.66,144.995,144.328,143.661,142.993,142.324,141.655,140.984,140.313,139.641,138.968,138.295,137.62,136.945,136.269,135.592,134.915,134.237,133.558,132.878,132.197,131.516,130.834,130.151,129.468,128.784,128.099,127.413,126.727,126.04,125.353,124.664,123.975,123.286,122.596,121.905,121.213,120.521,119.828,119.135,118.441,117.747,117.052,116.356,115.66,114.963,114.266,113.569,112.871,112.172,111.473,110.773,110.073,109.373,108.672,107.971,107.269,106.567,105.865,105.162,104.459,103.756,103.053,102.349,101.644,100.94,100.235,99.5304,98.8253,98.12,97.4146,96.7089,96.0031,95.2972,94.5911,93.885,93.1787,92.4724,91.7661,91.0597,90.3532,89.6468,88.9404,88.2339,87.5276,86.8213,86.115,85.4089,84.7028,83.9969,83.2911,82.5854,81.88,81.1747,80.4696,79.7647,79.06,78.3556,77.6514,76.9475,76.2439,75.5406,74.8376,74.1349,73.4326,72.7306,72.029,71.3278,70.627,69.9266,69.2267,68.5272,67.8281,67.1295,66.4313,65.7337,65.0366,64.3399,63.6438,62.9483,62.2533,61.5588,60.8649,60.1717,59.4789,58.7868,58.0954,57.4045,56.7143,56.0247,55.3357,54.6474,53.9598,53.2729,52.5866,51.9011,51.2162,50.532,49.8486,49.1659,48.4839,47.8026,47.1221,46.4424,45.7633,45.0851,44.4076,43.7309,43.0549,42.3797,41.7053,41.0317,40.3589,39.6869,39.0156,38.3452,37.6756,37.0068,36.3387,35.6715,35.0051,34.3395,33.6748,33.0108,32.3477,31.6854,31.0239,30.3632,29.7033,29.0442,28.386,27.7286,27.072,26.4162,25.7613,25.1071,24.4538,
155.31,154.658,154.004,153.35,152.696,152.04,151.384,150.727,150.069,149.41,148.751,148.09,147.429,146.768,146.105,145.442,144.777,144.113,143.447,142.78,142.113,141.445,140.776,140.107,139.437,138.766,138.094,137.421,136.748,136.074,135.399,134.724,134.047,133.371,132.693,132.015,131.335,130.656,129.975,129.294,128.612,127.93,127.247,126.563,125.878,125.193,124.508,123.821,123.134,122.447,121.758,121.07,120.38,119.69,119,118.309,117.617,116.925,116.232,115.539,114.846,114.151,113.457,112.762,112.066,111.37,110.674,109.977,109.28,108.582,107.884,107.186,106.487,105.788,105.089,104.389,103.689,102.989,102.288,101.587,100.886,100.185,99.4836,98.7819,98.0801,97.378,96.6758,95.9735,95.271,94.5685,93.8658,93.163,92.4602,91.7573,91.0544,90.3515,89.6485,88.9456,88.2427,87.5398,86.837,86.1342,85.4315,84.729,84.0265,83.3242,82.622,81.9199,81.2181,80.5164,79.8149,79.1136,78.4126,77.7118,77.0112,76.311,75.611,74.9113,74.2119,73.5129,72.8142,72.1158,71.4178,70.7202,70.023,69.3262,68.6298,67.9338,67.2383,66.5432,65.8486,65.1544,64.4608,63.7676,63.075,62.3828,61.6913,61.0002,60.3097,59.6198,58.9304,58.2416,57.5534,56.8658,56.1788,55.4925,54.8067,54.1216,53.4372,52.7534,52.0702,51.3877,50.7059,50.0247,49.3443,48.6645,47.9855,47.3071,46.6295,45.9525,45.2763,44.6008,43.9261,43.252,42.5788,41.9062,41.2344,40.5634,39.8931,39.2236,38.5549,37.8869,37.2196,36.5532,35.8875,35.2226,34.5584,33.8951,33.2325,32.5707,31.9097,31.2494,30.59,29.9313,29.2734,28.6163,27.9599,27.3044,26.6496,25.9956,25.3424,24.69,
155.08,154.428,153.776,153.123,152.469,151.815,151.159,150.503,149.847,149.189,148.531,147.872,147.212,146.552,145.89,145.228,144.566,143.902,143.238,142.573,141.907,141.241,140.574,139.906,139.238,138.568,137.898,137.228,136.556,135.884,135.211,134.538,133.863,133.189,132.513,131.837,131.16,130.482,129.804,129.125,128.446,127.765,127.085,126.403,125.721,125.038,124.355,123.671,122.987,122.302,121.616,120.93,120.243,119.556,118.868,118.18,117.491,116.802,116.112,115.422,114.731,114.04,113.348,112.656,111.964,111.271,110.577,109.884,109.189,108.495,107.8,107.105,106.409,105.713,105.017,104.321,103.624,102.927,102.23,101.532,100.834,100.136,99.4382,98.7399,98.0413,97.3426,96.6438,95.9448,95.2457,94.5465,93.8472,93.1478,92.4483,91.7489,91.0493,90.3498,89.6502,88.9507,88.2511,87.5517,86.8522,86.1528,85.4535,84.7543,84.0552,83.3562,82.6574,81.9587,81.2601,80.5618,79.8636,79.1656,78.4679,77.7704,77.0731,76.376,75.6793,74.9828,74.2866,73.5908,72.8952,72.2,71.5051,70.8106,70.1165,69.4227,68.7293,68.0364,67.3438,66.6517,65.9601,65.2688,64.5781,63.8878,63.198,62.5087,61.8199,61.1316,60.4438,59.7565,59.0698,58.3837,57.6981,57.0131,56.3287,55.6448,54.9615,54.2789,53.5968,52.9154,52.2346,51.5544,50.8749,50.196,49.5178,48.8402,48.1633,47.487,46.8114,46.1365,45.4623,44.7888,44.116,43.4439,42.7725,42.1017,41.4318,40.7625,40.0939,39.4261,38.759,38.0926,37.4269,36.762,36.0978,35.4344,34.7716,34.1097,33.4485,32.788,32.1282,31.4692,30.811,30.1535,29.4967,28.8407,28.1855,27.531,26.8772,26.2242,25.5719,24.9204,
154.855,154.204,153.553,152.901,152.248,151.595,150.94,150.286,149.63,148.974,148.317,147.659,147,146.341,145.681,145.021,144.359,143.697,143.035,142.371,141.707,141.042,140.377,139.711,139.044,138.376,137.708,137.039,136.37,135.699,135.028,134.357,133.685,133.012,132.338,131.664,130.989,130.314,129.638,128.961,128.284,127.606,126.927,126.248,125.568,124.888,124.207,123.526,122.844,122.161,121.478,120.795,120.111,119.426,118.741,118.055,117.369,116.683,115.996,115.308,114.62,113.932,113.243,112.554,111.864,111.174,110.484,109.793,109.102,108.41,107.718,107.026,106.334,105.641,104.948,104.254,103.561,102.867,102.173,101.478,100.784,100.089,99.3942,98.699,98.0037,97.3083,96.6127,95.9169,95.2211,94.5251,93.8291,93.133,92.4369,91.7406,91.0444,90.3481,89.6519,88.9556,88.2594,87.5632,86.867,86.1709,85.4749,84.7789,84.0831,83.3873,82.6917,81.9963,81.301,80.6058,79.9109,79.2161,78.5215,77.8272,77.1331,76.4392,75.7455,75.0522,74.3591,73.6663,72.9738,72.2817,71.5898,70.8983,70.2072,69.5164,68.826,68.136,67.4463,66.7571,66.0683,65.3799,64.6919,64.0044,63.3174,62.6308,61.9447,61.2591,60.574,59.8894,59.2053,58.5217,57.8387,57.1562,56.4742,55.7928,55.112,54.4317,53.752,53.0729,52.3944,51.7165,51.0392,50.3625,49.6864,49.0109,48.3361,47.6619,46.9884,46.3155,45.6433,44.9717,44.3007,43.6305,42.9609,42.292,41.6237,40.9562,40.2893,39.6231,38.9576,38.2928,37.6287,36.9653,36.3026,35.6406,34.9793,34.3187,33.6588,32.9996,32.3412,31.6834,31.0264,30.37,29.7144,29.0595,28.4053,27.7518,27.0991,26.447,25.7957,25.145,
154.636,153.986,153.336,152.685,152.033,151.38,150.727,150.073,149.419,148.764,148.108,147.451,146.794,146.136,145.478,144.819,144.159,143.498,142.837,142.175,141.512,140.849,140.185,139.521,138.855,138.189,137.523,136.856,136.188,135.52,134.851,134.181,133.51,132.84,132.168,131.496,130.823,130.15,129.476,128.801,128.126,127.45,126.774,126.097,125.42,124.742,124.063,123.384,122.705,122.025,121.344,120.663,119.982,119.3,118.617,117.934,117.251,116.567,115.882,115.198,114.512,113.827,113.141,112.454,111.767,111.08,110.393,109.705,109.017,108.328,107.639,106.95,106.26,105.571,104.881,104.19,103.5,102.809,102.118,101.426,100.735,100.043,99.3515,98.6594,97.9673,97.2749,96.5825,95.8899,95.1972,94.5045,93.8116,93.1187,92.4257,91.7327,91.0396,90.3465,89.6535,88.9604,88.2673,87.5743,86.8813,86.1884,85.4955,84.8028,84.1101,83.4175,82.7251,82.0327,81.3406,80.6485,79.9567,79.265,78.5736,77.8823,77.1912,76.5004,75.8098,75.1195,74.4294,73.7396,73.0501,72.3609,71.672,70.9835,70.2952,69.6073,68.9198,68.2326,67.5458,66.8594,66.1733,65.4877,64.8025,64.1177,63.4333,62.7494,62.066,61.383,60.7004,60.0184,59.3368,58.6557,57.9752,57.2951,56.6156,55.9365,55.2581,54.5801,53.9027,53.2259,52.5496,51.8739,51.1988,50.5243,49.8503,49.1769,48.5042,47.832,47.1605,46.4895,45.8192,45.1495,44.4804,43.812,43.1442,42.477,41.8105,41.1447,40.4794,39.8149,39.151,38.4877,37.8251,37.1632,36.502,35.8414,35.1815,34.5222,33.8637,33.2058,32.5486,31.892,31.2362,30.581,29.9265,29.2727,28.6196,27.9671,27.3153,26.6642,26.0138,25.3641,
154.422,153.774,153.124,152.474,151.823,151.172,150.52,149.867,149.214,148.559,147.905,147.249,146.594,145.937,145.28,144.622,143.963,143.304,142.644,141.984,141.323,140.661,139.999,139.336,138.672,138.008,137.343,136.678,136.012,135.345,134.678,134.01,133.341,132.672,132.003,131.333,130.662,129.99,129.319,128.646,127.973,127.3,126.625,125.951,125.276,124.6,123.924,123.247,122.57,121.892,121.214,120.536,119.856,119.177,118.497,117.816,117.135,116.454,115.772,115.09,114.408,113.725,113.041,112.358,111.674,110.989,110.304,109.619,108.934,108.248,107.562,106.876,106.189,105.502,104.815,104.128,103.44,102.752,102.064,101.376,100.688,99.9989,99.31,98.621,97.9319,97.2426,96.5532,95.8637,95.1741,94.4844,93.7946,93.1048,92.4149,91.725,91.035,90.345,89.655,88.965,88.275,87.5851,86.8952,86.2054,85.5156,84.8259,84.1363,83.4468,82.7574,82.0681,81.379,80.69,80.0011,79.3125,78.624,77.9357,77.2477,76.5598,75.8722,75.1848,74.4976,73.8107,73.1241,72.4378,71.7518,71.066,70.3806,69.6955,69.0108,68.3263,67.6423,66.9586,66.2753,65.5923,64.9097,64.2276,63.5459,62.8645,62.1836,61.5032,60.8232,60.1436,59.4645,58.7858,58.1077,57.43,56.7528,56.0762,55.4,54.7243,54.0492,53.3746,52.7005,52.0269,51.3539,50.6815,50.0096,49.3383,48.6675,47.9973,47.3277,46.6587,45.9902,45.3224,44.6551,43.9885,43.3224,42.657,41.9922,41.328,40.6644,40.0014,39.3391,38.6774,38.0163,37.3558,36.696,36.0368,35.3783,34.7204,34.0631,33.4065,32.7505,32.0952,31.4405,30.7865,30.1331,29.4803,28.8283,28.1768,27.526,26.8759,26.2264,25.5775,
154.215,153.567,152.918,152.269,151.619,150.968,150.317,149.666,149.013,148.361,147.707,147.053,146.398,145.743,145.087,144.43,143.773,143.115,142.457,141.798,141.138,140.478,139.817,139.156,138.494,137.831,137.168,136.504,135.84,135.175,134.51,133.844,133.177,132.51,131.842,131.174,130.505,129.836,129.166,128.495,127.824,127.153,126.481,125.809,125.136,124.462,123.788,123.114,122.439,121.764,121.088,120.412,119.735,119.058,118.38,117.702,117.024,116.345,115.666,114.986,114.306,113.626,112.945,112.264,111.583,110.901,110.219,109.537,108.854,108.171,107.488,106.804,106.12,105.436,104.752,104.067,103.383,102.698,102.012,101.327,100.642,99.9558,99.2699,98.5838,97.8976,97.2113,96.5249,95.8383,95.1517,94.465,93.7782,93.0913,92.4044,91.7175,91.0305,90.3435,89.6565,88.9695,88.2825,87.5956,86.9087,86.2218,85.535,84.8483,84.1617,83.4751,82.7887,82.1024,81.4162,80.7301,80.0442,79.3585,78.6729,77.9876,77.3024,76.6174,75.9326,75.2481,74.5638,73.8797,73.1959,72.5124,71.8291,71.1461,70.4635,69.7811,69.099,68.4173,67.7359,67.0548,66.3741,65.6938,65.0138,64.3342,63.655,62.9762,62.2978,61.6198,60.9423,60.2651,59.5884,58.9122,58.2364,57.561,56.8861,56.2117,55.5378,54.8643,54.1914,53.5189,52.847,52.1755,51.5046,50.8342,50.1643,49.495,48.8262,48.1579,47.4902,46.8231,46.1565,45.4904,44.825,44.1601,43.4957,42.832,42.1688,41.5063,40.8443,40.1829,39.522,38.8618,38.2022,37.5432,36.8848,36.227,35.5698,34.9132,34.2572,33.6019,32.9471,32.293,31.6394,30.9865,30.3342,29.6826,29.0315,28.3811,27.7313,27.082,26.4335,25.7855,
154.012,153.365,152.717,152.069,151.42,150.771,150.121,149.47,148.819,148.167,147.515,146.862,146.208,145.554,144.899,144.244,143.588,142.932,142.275,141.617,140.959,140.3,139.641,138.981,138.32,137.659,136.998,136.336,135.673,135.01,134.346,133.682,133.017,132.352,131.686,131.02,130.353,129.685,129.017,128.349,127.68,127.011,126.341,125.671,125,124.328,123.657,122.984,122.312,121.639,120.965,120.291,119.617,118.942,118.267,117.591,116.915,116.239,115.562,114.885,114.208,113.53,112.852,112.173,111.494,110.815,110.136,109.456,108.776,108.096,107.415,106.735,106.053,105.372,104.691,104.009,103.327,102.645,101.962,101.28,100.597,99.914,99.2309,98.5477,97.8644,97.181,96.4974,95.8137,95.13,94.4461,93.7622,93.0783,92.3943,91.7102,91.0261,90.342,89.658,88.9739,88.2898,87.6057,86.9217,86.2378,85.5539,84.87,84.1863,83.5026,82.819,82.1356,81.4523,80.7691,80.086,79.4031,78.7204,78.0378,77.3554,76.6732,75.9912,75.3094,74.6279,73.9466,73.2655,72.5847,71.9041,71.2238,70.5438,69.8641,69.1846,68.5055,67.8267,67.1482,66.4701,65.7923,65.1148,64.4377,63.761,63.0846,62.4086,61.7331,61.0579,60.3831,59.7087,59.0348,58.3612,57.6882,57.0155,56.3433,55.6716,55.0003,54.3295,53.6591,52.9892,52.3198,51.6509,50.9825,50.3146,49.6472,48.9804,48.314,47.6481,46.9828,46.318,45.6538,44.99,44.3268,43.6642,43.0021,42.3406,41.6796,41.0191,40.3593,39.7,39.0412,38.3831,37.7255,37.0684,36.412,35.7561,35.1008,34.4461,33.792,33.1384,32.4854,31.8331,31.1813,30.5301,29.8794,29.2294,28.58,27.9311,27.2828,26.6351,25.988,
